Name,Count
ritchie,85
averse,4
am,47
feel-good,99
follow-your-dream,12
maybe,188
formula,320
well-crafted,54
tuba-playing,8
dwarf,8
rolled,25
hill,127
trash,79
loses,135
vat,17
failed,45
twitchy,15
general,168
boorishness,14
misty-eyed,7
southern,102
nostalgia,88
piece,552
treading,24
line,365
between,1015
sappy,126
mired,29
tear-drenched,7
quicksand,7
oblivious,5
existence,91
indeed,145
belinsky,4
able,209
create,204
porn,41
snazziness,7
neglecting,12
conspicuous,42
writing,323
notwithstanding,39
final,294
half,444
hour,329
secretary,35
based,157
clinic,24
spader,39
gyllenhaal,58
unique,184
girl,376
slick,82
tick-tock,6
effect,112
yelling,10
barbershop,68
good-hearted,36
ensemble,198
variety,78
soulless,44
ineptly,12
assembled,39
pabulum,6
95-minute,11
commercial,171
nba,28
properties,11
virtually,128
akin,25
act,303
suspenseful,84
soderbergh,127
skims,13
fat,112
1972,7
hilarious,294
musical,114
stymied,5
mud,15
criticism,20
considered,66
suffers,127
box,73
consolation,39
candy,78
bearable,11
cremaster,16
3,45
tough,160
pill,21
swallow,51
minor,145
miracle,55
self-expression,7
kouyate,22
elicits,13
commentary,96
governments,11
matter,454
runs,142
asylum,13
gripping,168
jia,32
family,878
walked,43
hoped,61
moist,20
attal,59
pushes,56
television,222
guaranteed,32
lump,38
throat,12
reaffirming,19
washington,87
working,241
today,223
laughing,98
humanly,23
believable,180
defeated,35
implausible,84
behavior,168
enjoyment,32
hinge,10
personal,341
threshold,19
endearing,141
extremely,160
unconventional,50
body,129
smacks,41
exhibitionism,6
cathartic,27
truth,269
bart,19
dysfunctional,97
parent-child,26
qualities,63
gravity,52
crudup,41
anchoring,21
overplayed,13
exaggerated,51
subtlety,90
trademark,90
animated,214
scene,334
stab,19
soccer,43
hooliganism,14
double-barreled,13
rip-off,87
quentin,63
tarantino,81
climactic,48
shootout,14
meat,53
loaf,9
explodes,9
frustratingly,36
refuses,57
pinochet,26
crimes,92
context,96
distance,85
admirable,117
paul,88
bettany,25
mcdowell,16
serviceable,52
euro-trash,9
extravaganza,44
plenty,228
boom,31
handguns,7
bmws,6
seaside,11
chateaus,5
veterans,14
dating,13
wars,109
smirk,26
uneasily,17
nightmare,108
versions,61
everyday,55
sex-in-the-city,10
misadventures,10
sends,20
believer,28
cheered,7
rollerball,37
sequences,254
sanitised,6
stagey,9
interview,34
assassin,55
structured,58
shaking,26
blair,106
witch,104
real-time,18
roots,91
remarkable,230
scope,61
startling,91
intimacy,70
breadth,40
21\/2,13
indulgent,63
european,75
doing,261
20,125
ago,225
claims,31
essential,46
mana,2
damaged,50
good-looking,18
relentlessly,79
lowbrow,36
outing,50
clueless,41
fork,14
palpable,36
disconnection,4
poignant,136
incessant,49
use,208
cell,65
phones,63
hoot,51
straight-shooting,5
awards,42
animals,45
directive,4
protect,38
code,46
costs,20
blur,13
merge,13
schaeffer,51
accomplished,115
strictly,61
speaking,110
qualify,61
revolutionary,14
obnoxious,75
didactic,59
burlesque,6
balding,9
50-year-old,16
innocent,72
carved,33
log,27
anywhere,92
near,94
center,117
50-million,7
pinocchio,88
fanciful,67
motion,148
picture,866
intensity,107
jaglom,47
secondhand,23
maelstrom,20
deliberately,30
unsteady,8
mixture,85
stylistic,60
bring,257
bots,9
alabama,49
win,151
academy,73
date-night,6
definitely,160
hearts,120
air,235
onscreen,113
larded,5
exposition,61
somber,83
cop,80
sands,13
titular,61
community,139
cute,212
ensuing,10
blatant,38
resolutions,16
convenient,63
lagaan,6
quintessential,7
bollywood,47
characteristically,20
engorged,7
wry,130
affectionate,23
delight,126
ramsay,48
improbable,67
ear,34
slights,7
telegraphed,35
blithe,16
exchanges,19
lingering,52
tug,42
foster,30
leaves,209
lavish,37
formalism,7
austerity,24
edge,170
shape-shifting,20
perils,30
brushes,15
calamity,9
friday,123
next,480
african-americans,27
broad,118
racial,57
insensitivity,18
towards,48
lively,100
account,85
seinfeld,50
deadpan,57
awareness,21
issue,101
overlooked,25
women,626
seven,101
switch,16
mix,163
shining,48
naked,44
teenagers,105
1980s,10
heartening,14
victories,20
enduring,35
hope,229
politically,51
unpleasant,135
intellectually,27
scary,231
dramatically,81
puzzling,30
jonah,49
so-so,39
biblical,22
either,385
lessen,13
widely,19
debated,22
ferocity,24
thoughtfulness,34
intelligent,457
busy,53
hitting,45
assigned,23
marks,116
wahlberg,23
classy,27
pokepie,14
hat,28
dry,182
shrapnel,6
mental,42
shellshock,4
linger,13
ended,40
warren,11
search,108
experiences,119
neglected,15
stayed,6
pile,66
useless,49
actioners,8
mtv,50
schmucks,7
tell,318
four,268
sara,49
sugarman,31
stoops,16
drop,70
pants,47
she,515
provoke,30
contemporary,231
interpretation,43
joan,75
prefeminist,14
plight,74
thinking,219
standards,115
allow,76
nudity,33
directorial,106
stamp,16
stylish,186
visualize,16
schizophrenia,29
step,122
sick,130
eye,227
handsomely,15
overproduced,30
dreck,53
shockingly,33
absolutely,124
unnecessary,88
saccharine,70
disposable,49
raw,131
energy,408
flamboyant,48
comics,41
subtle,196
goodness,24
compromised,28
exceptionally,45
quietly,122
summertime,22
restless,7
dignity,66
motivated,47
pitched,26
despair,84
schmidt,39
closer,90
expressing,22
someplace,13
consuming,36
self-absorption,27
insistently,19
otherness,11
glows,5
sensuality,24
conniving,10
aspirations,44
charms,83
strange,274
twisted,136
thrown-together,13
summer-camp,16
hastily,57
underrehearsed,8
arbitrarily,7
plotted,80
filled,131
crude,95
innuendo,29
rock-solid,14
gangster,131
fair,111
amount,160
bank,33
robberies,10
plus,25
dose,48
father-and-son,8
dynamics,44
degrading,8
liberating,37
leading,78
dispassionate,19
gantz,33
brothers,166
pasty,16
lumpen,23
innocuous,45
jean-claude,9
van,80
damme,26
essence,77
make-believe,10
promise,188
soars,16
realm,36
opposite,26
truly,384
magical,59
prowess,23
listless,64
stopped,30
started,83
reacting,30
part,606
grand,131
locations,93
urgently,20
protagonists,45
struggled,27
mercy,37
inventiveness,37
gasping,24
delights,62
newcomer,43
helmer,25
kevin,120
donovan,39
hamstrung,5
badly,167
handled,53
high-tech,41
tux,21
wearer,15
superman,24
photo,44
disappointing,105
generalities,10
escape,109
romanek,32
self-conscious,109
scrutiny,30
confrontational,5
stance,25
todd,67
aim,41
correctness,41
suburban,45
families,123
chop,4
suey,4
simple,316
self-reflection,23
lovely,196
trifle,95
cuteness,37
purely,55
notice,80
straightforward,87
remake,227
father,122
bride,47
multi-layered,9
profoundly,34
humanist,8
knowledge,96
education,43
affects,4
cultural,241
geographical,7
displacement,6
worse,233
r.,30
nebrida,20
gutless,15
laurice,15
guillen,17
r,44
peculiar,78
costume,76
renaissance,10
spain,13
events,255
somehow,117
santa,73
clause,40
2,168
streamlined,11
encounter,74
previous,247
jay,35
roach,9
taxicab,13
laugh-a-minute,11
crowd,190
pleaser,22
spirits,61
corners,24
mouth,73
engrossing,196
historical,269
event,116
contributed,19
nausea,7
raimi,9
matured,9
plain,184
toast,16
arnie,19
musclefest,13
resonance,127
insultingly,42
unbelievably,17
forget,151
absurdity,64
icy,10
stunts,124
spout,15
following,102
mountain,26
modestly,27
gored,22
bullfighters,12
comatose,11
ballerinas,11
kinky,28
bedside,12
vigils,12
denouements,9
undeniably,81
touched,81
subtlest,24
uncanny,43
lightweight,53
escapist,37
crime,309
chick,54
jeopardy,18
question,181
answer,41
seagal,123
days,307
unambitious,3
emerges,80
animated-movie,13
screenwriting,101
textbook,51
complaining,9
clocks,21
90,187
desired,27
freedom,47
fast-paced,53
sucks,35
dignified,3
ceo,3
meet,35
rustic,18
retreat,16
pee,25
tree,9
sugar-coated,5
rocky,30
valuable,43
messages,101
forgotten,116
trombone,10
honks,3
amateurishly,20
square,27
ironic,62
implications,25
low-key,90
tackling,32
done-to-death,11
melancholy,55
unhurried,25
masterfully,43
controlled,26
barry,77
sonnenfeld,11
owes,28
frank,126
pug,13
creators,20
laughed,47
schrader,6
unflinching,73
downfall,12
brought,106
self-awareness,28
tedious,178
classroom,9
blue,122
crush,128
follows,55
throws,74
conflicts,37
defies,47
classification,9
thought-provoking,116
somewhere,146
compels,17
demme,37
experiments,10
harvests,8
gems,12
field,58
roughage,6
dominates,4
better-focused,7
anne,103
rice,88
novel,336
queen,154
meandering,108
goth-vampire,12
tortured,93
woe-is-me,12
lifestyle,56
color,83
stuart,67
immediate,56
count,123
shaped,40
delicately,43
calibrated,18
parts,161
lifted,15
terry,22
gilliam,15
subconscious,23
pressed,24
kafka,30
grinder,16
casings,1
fertility,4
treasure,165
planet,98
rivals,14
top,144
japanese,147
animations,9
vintage,64
bite,82
chan,152
boring,354
whether,305
tolerate,23
leon,43
barlow,21
thornberrys,24
sibling,18
rivalry,17
chaos,39
relate,44
peralta,12
luminous,15
interviews,41
amazingly,45
evocative,105
decades,162
dogtown,30
dragged,25
heard,101
mysterious,84
voice,145
felt,194
myself,88
powerfully,24
exit,43
sign,97
appeal,239
asian,66
cult,102
asiaphiles,6
fuss,34
ruins,30
wreaked,10
frustration,65
euphoria,15
relying,29
tropes,31
standing,21
motown,34
depleted,13
yesterday,64
brand-new,27
tomorrow,38
inexperienced,25
integrated,17
separate,50
anthony,62
hopkins,79
nair,37
laura,14
cahill,5
dare,55
build,66
unexceptional,22
emerging,39
fine,377
tiny,84
revelations,67
nutty,20
audiard,21
successfully,27
maintains,54
levels,139
throughout,204
welles,27
groupie\/scholar,8
bogdanovich,31
took,120
provided,25
broadside,9
giant,169
william,58
randolph,11
hearst,46
excruciating,35
86,27
involve,35
dentist,29
drill,12
skillful,23
undone,36
pretensions,62
so-bad-they,7
jumbled,14
wonder,204
unpaid,6
intern,6
typed,6
terrorists,22
univac-like,11
machine,124
india,14
popular,76
gulzar,11
jagjit,13
singh,13
perceptive,38
cheer,44
ponder,72
pleasures,108
walter,27
parade,71
veteran,47
painters,13
confounded,10
dealers,24
miscellaneous,8
bohos,8
expound,10
personality,132
explaining,17
adrift,11
bentley,6
hudson,5
stare,17
sniffle,8
respectively,6
ledger,6
vain,40
movie-star,25
overcome,125
hair,123
design,100
star,655
jean,47
resembles,57
sly,68
stallone,31
sake,69
half-sleep,14
heartbreak,33
older,123
wiser,29
figures,91
elling,33
kjell,4
bjarne,4
symbolic,34
actions,50
supposed,226
forthright,10
unlikable,49
mugging,33
hashiguchi,7
uses,230
japan,60
bustling,11
atop,10
undercurrent,26
loneliness,48
isolation,43
rollicking,32
adventure,357
mateys,9
regardless,33
ages,150
not-so-big,4
not-so-hot,5
content,81
pseudo-bio,10
doles,16
eisenstein,18
overly,123
worshipful,11
bio-doc,4
spectacle,134
stunning,161
meditative,30
lyrical,95
babak,12
payami,21
boldly,37
iranian,115
secret,70
ballot,46
evoking,17
ditty,13
gentle,291
side,337
eastern,37
politics,195
easy,439
documentaries,62
underdogs,27
beat,132
spirit,396
triumphs,40
westbrook,11
foundation,25
dalrymple,7
earn,37
uplift,6
difference,63
enjoyed,90
ne,9
wanted,193
protagonist,150
fail,62
falsehoods,2
undermining,14
reality,427
stifling,21
creator,18
passages,27
engage,83
limps,4
along,368
squirm-inducing,7
fish-out-of-water,28
nowhere,84
slowly,83
fifteen-minute,4
stretched,41
limits,42
fill,93
otar,8
iosseliani,9
pleasant,160
factory,31
worker,7
escapes,15
venice,25
playful,122
respite,23
grind,36
refresh,13
souls,71
mechanical,39
action-comedy,18
seeming,55
purpose,163
market,81
charismatic,93
jackie,73
younger,89
chalk,12
worst,423
hubristic,8
folly,30
haynes,51
apes,17
period,266
decade,61
allegory,52
germany,17
democratic,17
weimar,7
republic,7
russell,23
stomps,4
hobnail,7
boots,24
natalie,9
babbitt,10
1975,34
indelible,16
black,411
facing,41
change,255
inner,115
outer,52
action-packed,40
ringside,9
tough-man,8
contest,45
due,76
tongue-in-cheek,43
attitude,82
disapproval,6
justine,13
combined,51
tinge,9
understanding,97
strains,32
stay,119
difficulty,17
dealing,100
property,23
potentially,114
served,123
grief,172
impacts,7
survivors,34
immersive,5
hyper-realistic,7
outer-space,20
space,141
station,50
3d,42
retread,116
begin,75
excitement,154
settles,42
warmed,23
muccino,27
canny,29
kiss,65
sentimental,233
catharsis,14
evening,47
multiplex,37
challenges,54
nervy,43
oddity,12
lips,45
viewed,42
treasured,10
extraordinary,131
intelligence,343
originality,158
variations,25
joyful,44
solo,13
halloween,75
gory,69
slash-fest,8
tepid,55
trek,104
insurrection,14
falls,203
villain,89
pick,78
lint,17
borg,14
alice,54
krige,17
cape,13
finishes,8
parsec,12
nose,46
ahead,86
generations,33
exploits,24
headbanger,5
stereotypes,100
adding,30
leaden,85
defines,45
close,311
vividly,57
detailed,106
newcomers,18
darker,73
smoothed,8
overwhelming,62
inspirational,80
tidings,14
cloying,95
opening,94
average,155
impressive,202
crematorium,6
chimney,7
fires,32
stacks,8
undermined,11
presentation,71
stagy,29
triple,11
double,98
agent,46
dude,30
romances,32
recently,20
mattei,24
forming,8
chain,40
circle,31
positive,82
tragic,243
note,48
equal,71
doses,71
cheese,83
ham,33
cheek,43
debt,26
warrior,34
unrealized,20
potential,223
helluva,19
singer,19
none-too-original,7
premise,432
con,85
liar,27
detail,113
convey,65
girls,202
environment,41
wraps,22
classic,464
mother\/daughter,31
shiny,12
bow,75
88-minute,25
confined,25
slo-mo,37
gun,52
firing,45
glass-shattering,15
pander,9
basest,12
desires,12
payback,18
unlike,98
claim,20
express,58
warmth,178
longing,66
prospect,36
beck,12
vivid,137
unapologetically,18
drugs,110
bittersweet,101
benevolent,7
deception,35
rival,33
shankman,4
karen,18
janszen,4
bungle,6
bible,31
parables,13
actual,108
dime,18
oddly,121
tediously,31
terrible,175
regard,47
painful,182
spend,102
9,81
buck,14
greasy,13
vidgame,15
pit,37
lobby,23
19th,15
century,157
object,47
lesson,127
actresses,92
dazzling,103
balk,7
talents,120
unusual,149
chief,46
draw,72
dreaminess,5
lull,6
sleep,72
captivated,21
moods,43
transformed,33
thomas,53
anderson,58
inclination,43
artful,58
adam,115
surprise,201
heavyweights,9
joel,41
silver,52
zemeckis,13
agreed,9
produce,70
assume,21
cavorting,11
ladies,42
underwear,21
wiel,6
desperate,111
attempt,298
lost,258
leaving,92
critical,101
jim,78
two-dimensional,27
consumed,13
crushed,6
conjures,20
fumes,12
freshly,17
painted,30
rembrandt,14
cacoyannis,12
vision,261
mature,74
interpreting,7
pity,88
sympathy,96
anachronistic,43
phantasms,8
haunting,149
imagined,36
glory,118
pasts,12
words,190
badder,7
wedding,147
dong,66
tensions,33
dynamic,68
dissecting,14
contours,8
done,472
support,47
fling,13
shtick,43
spectacular,124
completion,16
subversive,86
artworks,9
rapport,13
striking,141
behind,249
angel,51
advert,5
youthful,40
anomie,40
equals,21
sum,108
statham,14
employs,34
accent,77
think,589
hardass,15
lapses,51
unhidden,15
british,216
men,492
poetically,27
states,22
talked,8
tactfully,5
pretended,7
lying,31
aggressively,51
anti-erotic,10
spite,82
river,40
sadness,91
pours,13
roughly,12
movement,55
inside,275
information,31
showtime,76
starry,4
asset,22
detriment,21
valiant,16
job,245
fundamentals,28
riled,10
candles,10
cake,13
fret,8
calories,10
substance,192
birthday,71
treat,159
evenings,13
lesser,76
outshine,23
touching,305
reflection,40
aging,58
suffering,93
glorious,49
d.w.,8
griffith,9
d.w,1
methodology,9
alienate,28
ringing,16
hardened,21
indie-heads,17
jackson,144
limited,76
enthusiastic,47
literature,19
literal,53
killing,36
feat,63
person,190
bound,31
intriguingly,9
contemplative,32
said,143
loves,75
trust,51
dancing,118
old-fashioned,193
woven,15
recalling,7
sixties,9
rockumentary,9
milestones,18
petty,15
thievery,5
flimsy,78
bars,16
cox,29
needed,120
fascinated,28
behan,48
yawning,23
admiration,10
huskies,15
border,37
collie,8
genial,39
ought,41
scarier,19
genre,514
moved,56
tumult,12
depends,38
likable,103
doa,7
piquant,22
prevent,37
happiness,109
cherished,6
bard,64
willie,8
loved,120
fustily,4
tasteful,26
prurient,20
tattoo,20
borrows,38
heavily,56
silence,70
lambs,37
maintain,55
human-scale,15
comparatively,12
healthy,27
predictably,70
determined,136
fallible,15
beings,64
caricatures,25
carefully,77
delineate,9
inevitable,118
urges,16
institution,38
concerned,114
self-preservation,25
turntablists,9
jugglers,11
schoolers,11
current,106
innovators,9
documenting,14
conflict,196
palestinian,23
longley,8
balance,166
meaningful,73
producer,50
penotti,4
surveyed,8
students,37
came,77
astonishing,85
revelation,63
talk,148
winner,102
ultimate,193
basically,49
greatest-hits,9
reel,78
subscription,12
espn,23
magazine,23
stereotyped,22
instincts,55
undermine,10
dilemma,33
writer-director,179
1.8,17
million,64
cutting-edge,22
voyeur,5
require,44
patience,100
interminable,22
shapeless,66
subculture,59
minute,95
hear,80
george,198
orwell,39
turning,93
grumpy,6
solidly,39
demographic,62
seductive,40
unrepentantly,6
trashy,55
installment,53
vampire,121
chronicles,39
captured,44
pretend,21
sat,9
scores,79
120,7
calculated,44
twenty-three,4
magnificent,53
clint,20
eastwood,64
efficiently,14
minimalist,55
chill,25
reunion,65
baader-meinhof,9
gang,79
harmless,97
pranksters,8
activists,9
ms.,168
hutchins,3
zelda,13
fate,109
ms,2
blended,10
camp,117
taboo,17
pan-american,8
genuine,256
urban,206
verse,7
coulda,12
plotline,26
water,172
crikey,3
exactly,282
uninteresting,39
guess,60
crew,51
pact,11
burn,47
negative,18
existed,59
grown,38
insightful,121
fondly,15
remembered,91
endlessly,69
challenging,164
maze,31
moviegoing,68
necessarily,78
sports,157
send,67
cranky,20
andrei,8
tarkovsky,14
